Location,Country,Disease,Species,HealthMap Alert ID,Headline,URL,Issue Date,Alert Tag,SC,SD,CC,CD,RO,Feed Name,Lon,Lat,Place Categories
"New Kru Town, Montserrado, Liberia",Liberia,Ebola,Humans,2541972,Liberia: Fresh Ebola outbreak in Monrovia - StarAfrica.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGkhLVSJ-Z2nXVyFH8o1QIHY2mKKA&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=w9CdU6CnJ8W0gwfjoYHABg&url=http://en.starafrica.com/news/liberia-fresh-ebola-outbreak-in-monrovia.html,6/15/14 12:54,Breaking,,,7,6,,Google News,-10.78333,6.36667,
Sierra Leone,Sierra Leone,Ebola,Humans,2540223,More: Sierra Leone Confirms Number of Ebola Cases Rises to 52 - Businessweek,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHBkOKsqWhPE0sro8UdbmTCFmZILA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778534406891&ei=4UacU_DLINHwggfP-4CICA&url=http://www.businessweek.com/news/2014-06-14/more-sierra-leone-confirms-number-of-ebola-cases-rises-to-52,6/14/14 6:09,Breaking,,,52,19,,Google News,-11.79192,8.56028,
Sierra Leone,Sierra Leone,Ebola,Humans,2539887,"Ebola update as of June 12, 2014 - Sierra Express Media",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHFmnCYnMglJZkHdcUJKFvHJA_jTQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778534406891&ei=iPKbU6CHCJTjggfLq4Ew&url=http://www.sierraexpressmedia.com/archives/68193,6/14/14 0:00,Breaking,,,50,17,,Google News,-11.79192,8.56028,
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2535731,Sierra Leone declares health emergency from Ebola outbreak in Kailahun ... - The Tribune,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHd3EEw8ngA6HJgq0WP0UV_1Zvrnw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=5KOZU4DcC4jtgAfp2IH4Aw&url=http://www.tribtown.com/view/story/f603348279fd4fd3a159b28270ad026b/AF--Sierra-Leone-Ebola,6/12/14 8:20,Breaking,,,,,,Google News,-10.56667,8.28333,Concern (medium)
Sierra Leone,Sierra Leone,Ebola,Humans,2535731,Sierra Leone declares health emergency from Ebola outbreak in Kailahun ... - The Tribune,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHd3EEw8ngA6HJgq0WP0UV_1Zvrnw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=5KOZU4DcC4jtgAfp2IH4Aw&url=http://www.tribtown.com/view/story/f603348279fd4fd3a159b28270ad026b/AF--Sierra-Leone-Ebola,6/12/14 8:20,Breaking,122,,46,17,,Google News,-11.79192,8.56028,Concern (medium)
Sierra Leone,Sierra Leone,Ebola,Humans,2534592,"Sierra Leone shuts borders, closes schools to fight Ebola - Thomson Reuters Foundation",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGVViY3mYY3kWrIYXTleG2u6WDLwA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=-NCYU-CwD4mYgAe3y4Bw&url=http://www.trust.org/item/20140611194905-okitl/?source%3Dgep,6/11/14 17:28,Breaking,,,,,,Google News,-11.79192,8.56028,
Sierra Leone,Sierra Leone,Ebola,Humans,2533892,"Sierra Leone News: Ebola, 17 Deaths - Awoko",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGj9-AgLceQsG8BrNp0_Q_bQg_-dw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=l3yYU6moCsnrgQfqs4Aw&url=http://awoko.org/2014/06/11/sierra-leone-news-ebola-17-deaths/,6/11/14 10:42,Breaking,,,43,17,,Google News,-11.79192,8.56028,
Guinea,Guinea,Ebola,Humans,2532788,"Ebola death toll hits 208 in Guinea, 12 in S'Leone - The Guardian Nigeria",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHg5u7Y-FGoQ6AdC8LRzSC-ysSAWw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=6OGXU-CMG4jtgAfp2IH4Aw&url=http://www.ngrguardiannews.com/news/national-news/165482-ebola-death-toll-hits-208-in-guinea-12-in-s-leone,6/11/14 0:55,Breaking,,,,208,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,2532788,"Ebola death toll hits 208 in Guinea, 12 in S'Leone - The Guardian Nigeria",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHg5u7Y-FGoQ6AdC8LRzSC-ysSAWw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=6OGXU-CMG4jtgAfp2IH4Aw&url=http://www.ngrguardiannews.com/news/national-news/165482-ebola-death-toll-hits-208-in-guinea-12-in-s-leone,6/11/14 0:55,Breaking,,,,12,,Google News,-11.79192,8.56028,
Sierra Leone,Sierra Leone,Ebola,Humans,2532706,"Sierra Leone Ebola update ‰ÛÒ June 10, 2014 - Cocorioko",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHELgLqHLYykhauUnHjeocm2xUHcw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=2NOXU7HkA4nYgAfinYDoBg&url=http://www.cocorioko.net/?p%3D56123,6/10/14 23:20,Breaking,,,43,16,,Google News,-11.79192,8.56028,
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2532704,Ebola kills paramount chief's wife - Sierra Express Media,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGeRIrUmIT4X-WekvUm-zOVb_OgMQ&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=2NOXU7HkA4nYgAfinYDoBg&url=http://www.sierraexpressmedia.com/archives/68161,6/10/14 21:29,Breaking,,,,,,Google News,-10.56667,8.28333,
Sierra Leone,Sierra Leone,Ebola,Humans,2532704,Ebola kills paramount chief's wife - Sierra Express Media,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGeRIrUmIT4X-WekvUm-zOVb_OgMQ&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=2NOXU7HkA4nYgAfinYDoBg&url=http://www.sierraexpressmedia.com/archives/68161,6/10/14 21:29,Breaking,,,,,,Google News,-11.79192,8.56028,
Sierra Leone,Sierra Leone,Ebola,Humans,2532703,Ebola virus surfaces in northern Sierra Leone - Sierra Express Media,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEyAtKh5uMB775k2e7y_ZHdpLhyHw&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=2NOXU7HkA4nYgAfinYDoBg&url=http://www.sierraexpressmedia.com/archives/68112,6/10/14 21:00,Breaking,,,,,,Google News,-11.79192,8.56028,
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2531780,Not Even Chlorine is Available to aid Kissi People Fight Ebola - Awareness Times,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFW7mSmSqjcvuQOk-uieq0tkf_pcg&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=SVWXU_i5M8qGgQe1nYGYDQ&url=http://news.sl/drwebsite/publish/article_200525550.shtml,6/10/14 13:14,Breaking,,,,,,Google News,-10.56667,8.28333,
Sierra Leone,Sierra Leone,Ebola,Humans,2531780,Not Even Chlorine is Available to aid Kissi People Fight Ebola - Awareness Times,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFW7mSmSqjcvuQOk-uieq0tkf_pcg&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=SVWXU_i5M8qGgQe1nYGYDQ&url=http://news.sl/drwebsite/publish/article_200525550.shtml,6/10/14 13:14,Breaking,,,,,,Google News,-11.79192,8.56028,
Guinea,Guinea,Ebola,Humans,2531316,Ebola death toll climbing in West Africa - Times LIVE,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNH3ZfwOK-g6YX--bIORw08fZswywA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=FyuXU4jtPInmgQfqvIH4DA&url=http://www.timeslive.co.za/africa/2014/06/10/ebola-death-toll-climbing-in-west-africa,6/10/14 11:49,Breaking,,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,2531316,Ebola death toll climbing in West Africa - Times LIVE,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNH3ZfwOK-g6YX--bIORw08fZswywA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=FyuXU4jtPInmgQfqvIH4DA&url=http://www.timeslive.co.za/africa/2014/06/10/ebola-death-toll-climbing-in-west-africa,6/10/14 11:49,Breaking,,,,,,Google News,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,2531316,Ebola death toll climbing in West Africa - Times LIVE,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNH3ZfwOK-g6YX--bIORw08fZswywA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=FyuXU4jtPInmgQfqvIH4DA&url=http://www.timeslive.co.za/africa/2014/06/10/ebola-death-toll-climbing-in-west-africa,6/10/14 11:49,Breaking,,,,,,Google News,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,2531314,"Precautions, prayers called for in 3 West African countries as Ebola toll keeps ... - Minneapolis Star Tribune",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFWRdwnJx3j9sniPn1QugTpWwP7ew&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=FyuXU4jtPInmgQfqvIH4DA&url=http://www.startribune.com/world/262540671.html,6/10/14 11:15,Breaking,,,,,,Google News,-10.94177,10.43821,Concern (medium)
Guinea,Guinea,Ebola,Humans,2530650,Can anything stop West Africa's outbreak of Ebola? - Washington Post,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNExJ04fyL1r6SGI_RYTLPrY50tMwQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=x-SWU8isE9SmgAfl1IAQ&url=http://www.washingtonpost.com/news/morning-mix/wp/2014/06/10/can-anything-stop-west-africas-outbreak-of-ebola/,6/10/14 6:46,Breaking,,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,2530650,Can anything stop West Africa's outbreak of Ebola? - Washington Post,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNExJ04fyL1r6SGI_RYTLPrY50tMwQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=x-SWU8isE9SmgAfl1IAQ&url=http://www.washingtonpost.com/news/morning-mix/wp/2014/06/10/can-anything-stop-west-africas-outbreak-of-ebola/,6/10/14 6:46,Breaking,,,,12,,Google News,-11.79192,8.56028,
Sierra Leone,Sierra Leone,Ebola,Humans,2529361,Ebola death toll in Sierra Leone continues to grow - Techsonia,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHdDBG5zpkv8lQhjRrF094w4Qf9nw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=yQOWU5qMI4jtgAf_roCYCg&url=http://www.techsonia.com/ebola-death-toll-in-sierra-leone-continues-to-grow/1913292/,6/9/14 14:04,Breaking,,,,12,,Google News,-11.79192,8.56028,
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2528958,"Sierra Leone News: Ebola hits Mambolo, Kambia as Kailahun Weeps from its ... - Awareness Times",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEN_4cm59ZPV6FW_OzTSTNPAAtJgw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778531587523&ei=mdmVU7jmOY76ggebu4CwAQ&url=http://news.sl/drwebsite/publish/article_200525533.shtml,6/9/14 10:54,Breaking,,,2,,,Google News,-12.91667,9.11667,
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2528958,"Sierra Leone News: Ebola hits Mambolo, Kambia as Kailahun Weeps from its ... - Awareness Times",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEN_4cm59ZPV6FW_OzTSTNPAAtJgw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778531587523&ei=mdmVU7jmOY76ggebu4CwAQ&url=http://news.sl/drwebsite/publish/article_200525533.shtml,6/9/14 10:54,Breaking,,,,,,Google News,-10.56667,8.28333,
Sierra Leone,Sierra Leone,Ebola,Humans,2528958,"Sierra Leone News: Ebola hits Mambolo, Kambia as Kailahun Weeps from its ... - Awareness Times",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEN_4cm59ZPV6FW_OzTSTNPAAtJgw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778531587523&ei=mdmVU7jmOY76ggebu4CwAQ&url=http://news.sl/drwebsite/publish/article_200525533.shtml,6/9/14 10:54,Breaking,,,,,,Google News,-11.79192,8.56028,
Guinea,Guinea,Ebola,Humans,2528114,"Spread of Ebola Virus Continued in Guinea, Sierra Leone - Techsonia",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHFn3nv8jkMqbO5c1HZq8VUUTCd4Q&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=_UyVU7DmLIi_gAfm2YHoDA&url=http://www.techsonia.com/spread-of-ebola-virus-continued-in-guinea-sierra-leone/1913169/,6/9/14 1:03,Breaking,,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,2528114,"Spread of Ebola Virus Continued in Guinea, Sierra Leone - Techsonia",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHFn3nv8jkMqbO5c1HZq8VUUTCd4Q&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=_UyVU7DmLIi_gAfm2YHoDA&url=http://www.techsonia.com/spread-of-ebola-virus-continued-in-guinea-sierra-leone/1913169/,6/9/14 1:03,Breaking,,,,,,Google News,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,2528114,"Spread of Ebola Virus Continued in Guinea, Sierra Leone - Techsonia",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHFn3nv8jkMqbO5c1HZq8VUUTCd4Q&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=_UyVU7DmLIi_gAfm2YHoDA&url=http://www.techsonia.com/spread-of-ebola-virus-continued-in-guinea-sierra-leone/1913169/,6/9/14 1:03,Breaking,,,,,,Google News,-9.30791,6.44809,
Guinea,Guinea,Ebola,Humans,2528074,Ebola Outbreak in West Africa Getting Worse - Your-Story.org,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGSA5_yryejFqvbP9Pj1pzNnPUbiw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=6T6VU6G2IsnrgQfJjIH4CQ&url=http://www.your-story.org/ebola-outbreak-in-west-africa-getting-worse-421570,6/9/14 0:36,Breaking,328,,,208,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,2528074,Ebola Outbreak in West Africa Getting Worse - Your-Story.org,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGSA5_yryejFqvbP9Pj1pzNnPUbiw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=6T6VU6G2IsnrgQfJjIH4CQ&url=http://www.your-story.org/ebola-outbreak-in-west-africa-getting-worse-421570,6/9/14 0:36,Breaking,81,,,6,,Google News,-11.79192,8.56028,
Sierra Leone,Sierra Leone,Ebola,Humans,2527039,Deadly Ebola Outbreak Threatens to Swamp Volunteers - NBCNews.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHTibTyJOdKKzHplv3lJle7eE0zEQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=GYiUU6CqJo3ngQer74GgBw&url=http://www.nbcnews.com/health/health-news/growing-ebola-outbreak-threatens-overwhelm-volunteers-n124961,6/8/14 8:55,Breaking,,,,,,Google News,-11.79192,8.56028,Concern (medium)
Guinea,Guinea,Ebola,Humans,2525603,Ebola Outbreak Plagues West Africa - Voice of America,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGEjq4mUILcOXj5D1RY5DxMFewBKA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=qUSTU_iTFsnrgQfJjIH4CQ&url=http://www.voanews.com/content/ebola-outbreak-plagues-west-africa/1931862.html,6/7/14 12:33,Breaking,,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,2525603,Ebola Outbreak Plagues West Africa - Voice of America,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGEjq4mUILcOXj5D1RY5DxMFewBKA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=qUSTU_iTFsnrgQfJjIH4CQ&url=http://www.voanews.com/content/ebola-outbreak-plagues-west-africa/1931862.html,6/7/14 12:33,Breaking,,,,,,Google News,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,2525603,Ebola Outbreak Plagues West Africa - Voice of America,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGEjq4mUILcOXj5D1RY5DxMFewBKA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=qUSTU_iTFsnrgQfJjIH4CQ&url=http://www.voanews.com/content/ebola-outbreak-plagues-west-africa/1931862.html,6/7/14 12:33,Breaking,,,,,,Google News,-9.30791,6.44809,
"Conakry Region, Guinea",Guinea,Ebola,Humans,2524562,"Ebola update: 11 new cases in Guinea, nine in Sierra Leone - The Global Dispatch",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHLggmBslQgNW8_wMnJhHCtH4YDtg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=pVWSU_D1EsW0gwfAi4CICA&url=http://www.theglobaldispatch.com/ebola-update-11-new-cases-in-guinea-nine-in-sierra-leone-59209/,6/6/14 19:45,Breaking,65,27,,,,Google News,-13.712222,9.509167,
"Boffa Prefecture, BokÌ© Region, Guinea",Guinea,Ebola,Humans,2524562,"Ebola update: 11 new cases in Guinea, nine in Sierra Leone - The Global Dispatch",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHLggmBslQgNW8_wMnJhHCtH4YDtg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=pVWSU_D1EsW0gwfAi4CICA&url=http://www.theglobaldispatch.com/ebola-update-11-new-cases-in-guinea-nine-in-sierra-leone-59209/,6/6/14 19:45,Breaking,7,4,,,,Google News,-14.03333,10.16667,
"Macenta Prefecture, NzÌ©rÌ©korÌ© Region, Guinea",Guinea,Ebola,Humans,2524562,"Ebola update: 11 new cases in Guinea, nine in Sierra Leone - The Global Dispatch",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHLggmBslQgNW8_wMnJhHCtH4YDtg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=pVWSU_D1EsW0gwfAi4CICA&url=http://www.theglobaldispatch.com/ebola-update-11-new-cases-in-guinea-nine-in-sierra-leone-59209/,6/6/14 19:45,Breaking,44,26,,,,Google News,-9.47099,8.54351,
"GuÌ©ckÌ©dou Prefecture, NzÌ©rÌ©korÌ© Region, Guinea",Guinea,Ebola,Humans,2524562,"Ebola update: 11 new cases in Guinea, nine in Sierra Leone - The Global Dispatch",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHLggmBslQgNW8_wMnJhHCtH4YDtg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=pVWSU_D1EsW0gwfAi4CICA&url=http://www.theglobaldispatch.com/ebola-update-11-new-cases-in-guinea-nine-in-sierra-leone-59209/,6/6/14 19:45,Breaking,193,143,,,,Google News,-10.1336,8.56744,
"Kissidougou Prefecture, Faranah Region, Guinea",Guinea,Ebola,Humans,2524562,"Ebola update: 11 new cases in Guinea, nine in Sierra Leone - The Global Dispatch",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHLggmBslQgNW8_wMnJhHCtH4YDtg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=pVWSU_D1EsW0gwfAi4CICA&url=http://www.theglobaldispatch.com/ebola-update-11-new-cases-in-guinea-nine-in-sierra-leone-59209/,6/6/14 19:45,Breaking,,,,,,Google News,-10.09987,9.1848,
"Dabola Prefecture, Faranah Region, Guinea",Guinea,Ebola,Humans,2524562,"Ebola update: 11 new cases in Guinea, nine in Sierra Leone - The Global Dispatch",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHLggmBslQgNW8_wMnJhHCtH4YDtg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=pVWSU_D1EsW0gwfAi4CICA&url=http://www.theglobaldispatch.com/ebola-update-11-new-cases-in-guinea-nine-in-sierra-leone-59209/,6/6/14 19:45,Breaking,4,4,,,,Google News,-11.10879,10.74817,
"TÌ©limÌ©lÌ© Prefecture, Kindia Region, Guinea",Guinea,Ebola,Humans,2524562,"Ebola update: 11 new cases in Guinea, nine in Sierra Leone - The Global Dispatch",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHLggmBslQgNW8_wMnJhHCtH4YDtg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=pVWSU_D1EsW0gwfAi4CICA&url=http://www.theglobaldispatch.com/ebola-update-11-new-cases-in-guinea-nine-in-sierra-leone-59209/,6/6/14 19:45,Breaking,23,5,,,,Google News,-13.33333,10.91667,
Guinea,Guinea,Ebola,Humans,2524562,"Ebola update: 11 new cases in Guinea, nine in Sierra Leone - The Global Dispatch",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHLggmBslQgNW8_wMnJhHCtH4YDtg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=pVWSU_D1EsW0gwfAi4CICA&url=http://www.theglobaldispatch.com/ebola-update-11-new-cases-in-guinea-nine-in-sierra-leone-59209/,6/6/14 19:45,Breaking,215,,207,215,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,2524562,"Ebola update: 11 new cases in Guinea, nine in Sierra Leone - The Global Dispatch",http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHLggmBslQgNW8_wMnJhHCtH4YDtg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778529279720&ei=pVWSU_D1EsW0gwfAi4CICA&url=http://www.theglobaldispatch.com/ebola-update-11-new-cases-in-guinea-nine-in-sierra-leone-59209/,6/6/14 19:45,Breaking,50,,31,6,,Google News,-11.79192,8.56028,
Guinea,Guinea,Ebola,Humans,2524343,Ebola en GuinÌ©e: plus de 200 morts depuis le dÌ©but de l'Ì©pidÌ©mie - Slate Afrique,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNG24vn6ULVmcsNuJMXWZPIIsW1ofA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778888671371&ei=fDmSU4HeNMnrgQfJjIH4CQ&url=http://www.slateafrique.com/479681/ebola-en-guinee-plus-de-200-morts-depuis-le-debut-de-lepidemie,6/6/14 13:26,Breaking,,,,,,Google News,-10.94177,10.43821,
Sierra Leone,Sierra Leone,Ebola,Humans,2524343,Ebola en GuinÌ©e: plus de 200 morts depuis le dÌ©but de l'Ì©pidÌ©mie - Slate Afrique,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNG24vn6ULVmcsNuJMXWZPIIsW1ofA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778888671371&ei=fDmSU4HeNMnrgQfJjIH4CQ&url=http://www.slateafrique.com/479681/ebola-en-guinee-plus-de-200-morts-depuis-le-debut-de-lepidemie,6/6/14 13:26,Breaking,,,,,,Google News,-11.79192,8.56028,
Liberia,Liberia,Ebola,Humans,2524343,Ebola en GuinÌ©e: plus de 200 morts depuis le dÌ©but de l'Ì©pidÌ©mie - Slate Afrique,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNG24vn6ULVmcsNuJMXWZPIIsW1ofA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778888671371&ei=fDmSU4HeNMnrgQfJjIH4CQ&url=http://www.slateafrique.com/479681/ebola-en-guinee-plus-de-200-morts-depuis-le-debut-de-lepidemie,6/6/14 13:26,Breaking,,,,,,Google News,-9.30791,6.44809,
Sierra Leone,Sierra Leone,Ebola,Humans,2524013,Ebola disease kills 6 in Sierra Leone - GlobalPost,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGzgqzZ9bdIThC4dpz3QI-V3z9_eQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778527043534&ei=TQ-SU8GRD9SmgAfF2YHoAw&url=http://www.globalpost.com/dispatch/news/xinhua-news-agency/140606/ebola-disease-kills-6-sierra-leone,6/6/14 13:44,Breaking,,,33,6,,Google News,-11.79192,8.56028,
Guinea,Guinea,Ebola,Humans,2523056,'Liberia Not Ebola Free' - Renewed Fear of Deadly Virus Presence - AllAfrica.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHnAeDf660mrSF7_cwhnohGMSj9aQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778527043534&ei=vZCRU8D5FsKpgAfA8oHYCA&url=http://allafrica.com/stories/201406060596.html,6/6/14 5:15,Breaking,,,,,,Google News,-10.94177,10.43821,Concern (low)
Sierra Leone,Sierra Leone,Ebola,Humans,2523056,'Liberia Not Ebola Free' - Renewed Fear of Deadly Virus Presence - AllAfrica.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHnAeDf660mrSF7_cwhnohGMSj9aQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778527043534&ei=vZCRU8D5FsKpgAfA8oHYCA&url=http://allafrica.com/stories/201406060596.html,6/6/14 5:15,Breaking,,,,,,Google News,-11.79192,8.56028,Concern (low)
Liberia,Liberia,Ebola,Humans,2523056,'Liberia Not Ebola Free' - Renewed Fear of Deadly Virus Presence - AllAfrica.com,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHnAeDf660mrSF7_cwhnohGMSj9aQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778527043534&ei=vZCRU8D5FsKpgAfA8oHYCA&url=http://allafrica.com/stories/201406060596.html,6/6/14 5:15,Breaking,,,,,,Google News,-9.30791,6.44809,Concern (low)
Guinea,Guinea,Ebola,Humans,2522070,Ebola take Heavy Toll on Africa ‰ÛÏMore than 200 ... - Theafricom,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHzwv7GMSpAQiLqf17ZaiK5o9zHLg&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778527043534&ei=AeiQU9CXJ8qqgwfj-IGoAQ&url=http://www.theafricom.com/ebola-take-heavy-toll-on-africa-more-than-200-killed-by-the-deadly-contagious-virus/,6/5/14 17:53,Breaking,,,,,,Google News,-10.94177,10.43821,
